Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9892,The Walking Dead: Season Two,X360,2014.0,Adventure,Telltale Games,0.04,0.07,0.0,0.01,0.12
10567,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009.0,Role-Playing,Bethesda Softworks,0.09,0.01,0.0,0.01,0.1
2215,Bully,PS2,2006.0,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94
11344,Naruto Shippuden: Shinobi Rumble,DS,2010.0,Fighting,Takara Tomy,0.03,0.0,0.05,0.0,0.08
3090,Madden NFL 10,PSP,2009.0,Sports,Electronic Arts,0.5,0.08,0.0,0.08,0.66
8453,The Sims 3: Seasons,PC,2012.0,Simulation,Electronic Arts,0.0,0.13,0.0,0.03,0.17
12651,Tanjou S Debut,SAT,1996.0,Simulation,NEC Interchannel,0.0,0.0,0.06,0.0,0.06
3712,Minecraft: Story Mode,XOne,2015.0,Adventure,Mojang,0.29,0.21,0.0,0.05,0.54
6009,Dolphin,2600,1983.0,Action,Activision,0.27,0.02,0.0,0.0,0.29
9549,Just Cause 2,PC,2010.0,Action,Square Enix,0.0,0.1,0.0,0.03,0.13
5229,Worms: Open Warfare 2,DS,2007.0,Strategy,THQ,0.07,0.25,0.0,0.04,0.36
12314,Another Code R: A Journey into Lost Memories,Wii,2009.0,Adventure,Nintendo,0.0,0.03,0.03,0.0,0.06
11227,Monster Jam: Urban Assault,PSP,2008.0,Racing,Activision,0.08,0.0,0.0,0.01,0.09
4702,Mass Effect Trilogy,X360,2012.0,Action,Electronic Arts,0.28,0.1,0.0,0.03,0.41
5679,Littlest Pet Shop: City Friends,DS,2009.0,Simulation,Electronic Arts,0.29,0.0,0.0,0.02,0.32
15606,Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2,2002.0,Adventure,Victor Interactive,0.0,0.0,0.02,0.0,0.02
9430,Resident Evil: Revelations 2,PSV,2015.0,Action,Capcom,0.01,0.05,0.06,0.01,0.13
919,WCW Nitro,PS,1998.0,Fighting,THQ,1.42,0.36,0.03,0.07,1.88
6262,Nichibutsu Arcade Classics,SNES,1995.0,Misc,Nichibutsu,0.0,0.0,0.28,0.0,0.28
2869,Super Trucks Racing,PS2,2002.0,Racing,Jester Interactive,0.35,0.27,0.0,0.09,0.71
12045,Real Time Conflict: Shogun Empires,DS,2005.0,Strategy,Namco Bandai Games,0.06,0.0,0.0,0.0,0.07
2899,NCAA Football 09,X360,2008.0,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.71
12729,Lost Kingdoms II,GC,2003.0,Role-Playing,Activision,0.04,0.01,0.0,0.0,0.06
13511,Growlanser,PSP,2009.0,Role-Playing,Atlus,0.0,0.0,0.04,0.0,0.04
3396,Final Fantasy: The 4 Heroes of Light,DS,2009.0,Role-Playing,Square Enix,0.23,0.11,0.23,0.03,0.59
13615,High Heat Baseball 2002,PS,2001.0,Sports,3DO,0.02,0.02,0.0,0.0,0.04
6720,X-Men: Destiny,PS3,2011.0,Action,Activision,0.14,0.08,0.0,0.03,0.25
341,Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66
7052,Call of Duty: Black Ops 3,PC,2015.0,Shooter,Activision,0.0,0.22,0.0,0.01,0.23
5518,Clock Tower 3,PS2,2002.0,Adventure,Capcom,0.1,0.08,0.12,0.03,0.33
5652,SpongeBob SquarePants: Double Pack,GBA,2005.0,Platform,THQ,0.23,0.08,0.0,0.01,0.32
5013,NCAA Football 08,PS3,2007.0,Sports,Electronic Arts,0.35,0.0,0.0,0.03,0.38
568,Medal of Honor,PS,1998.0,Shooter,Electronic Arts,1.44,1.09,0.0,0.14,2.67
7960,Reel Fishing Paradise 3D,3DS,2011.0,Sports,Marvelous Interactive,0.12,0.0,0.06,0.01,0.19
16506,Shinigami to Shoujo,PSP,2011.0,Adventure,Takuyo,0.0,0.0,0.01,0.0,0.01
8448,TOEIC Test Training DS,DS,2007.0,Misc,IE Institute,0.0,0.0,0.17,0.0,0.17
10002,A Witch's Tale,DS,2009.0,Role-Playing,Nippon Ichi Software,0.08,0.0,0.03,0.01,0.11
3191,Juiced 2: Hot Import Nights,X360,2007.0,Racing,THQ,0.22,0.34,0.0,0.07,0.63
6484,Michael Jackson: The Experience,DS,2010.0,Misc,Ubisoft,0.22,0.03,0.0,0.02,0.26
13957,Ragnarok Odyssey,PS3,2014.0,Role-Playing,GungHo,0.03,0.01,0.0,0.01,0.04
9156,Baldur's Gate: Dark Alliance,GC,2002.0,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14
6384,Wipeout 2,X360,2011.0,Misc,Activision,0.25,0.0,0.0,0.02,0.27
14251,Ukiyo no Shishi,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
5351,Kurushi Final: Mental Blocks,PS,1998.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.32,0.02,0.34
8638,Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010.0,Strategy,Konami Digital Entertainment,0.11,0.02,0.02,0.01,0.16
5543,Kidou Senshi Gundam F91: Formula Senki 0122,SNES,1991.0,Strategy,Namco Bandai Games,0.0,0.0,0.33,0.0,0.33
1770,Sonic and the Black Knight,Wii,2009.0,Platform,Sega,0.69,0.35,0.01,0.11,1.15
9326,Legends of Wrestling,XB,2002.0,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14
6457,Panzer Dragoon Orta,XB,2002.0,Shooter,Sega,0.16,0.05,0.04,0.01,0.26
5937,Wanted: Weapons of Fate,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.14,0.1,0.01,0.05,0.3
16467,Egg Mania: Eggstreme Madness,GC,2002.0,Puzzle,Kemco,0.01,0.0,0.0,0.0,0.01
1671,Pikmin 2,GC,2004.0,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2
4257,Dragon Ball Z: Sagas,PS2,2005.0,Fighting,Atari,0.38,0.01,0.0,0.06,0.46
6552,MLB 09: The Show,PSP,2009.0,Sports,Sony Computer Entertainment,0.24,0.0,0.0,0.02,0.26
5992,Kagero: Deception II,PS,1998.0,Strategy,Virgin Interactive,0.03,0.02,0.22,0.02,0.29
9772,Curious George,PS2,2006.0,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12
2475,ESPN College Hoops 2K5,PS2,2004.0,Sports,Sega,0.41,0.32,0.0,0.11,0.84
9462,Romance of the Three Kingdoms IV: Wall of Fire,PS,1995.0,Strategy,Tecmo Koei,0.05,0.03,0.04,0.01,0.13
13301,Handball 16,PS3,2015.0,Sports,Bigben Interactive,0.0,0.04,0.0,0.01,0.05
2950,Moto Racer 2,PS,1997.0,Racing,Electronic Arts,0.39,0.26,0.0,0.05,0.69
9466,Mega Man Anniversary Collection,XB,2005.0,Platform,Capcom,0.1,0.03,0.0,0.0,0.13
2484,Dynasty Warriors 2,PS2,2000.0,Action,THQ,0.24,0.19,0.34,0.06,0.83
15298,Casper: Spirit Dimensions,GC,2002.0,Platform,TDK Mediactive,0.02,0.0,0.0,0.0,0.02
412,True Crime: Streets of LA,PS2,2003.0,Action,Activision,1.89,1.05,0.02,0.31,3.27
9877,Disney's Extreme Skate Adventure,GC,2003.0,Sports,Activision,0.09,0.02,0.0,0.0,0.12
8356,NBA Live 16,PS4,2015.0,Sports,Electronic Arts,0.1,0.04,0.0,0.03,0.17
8362,Gallop Racer 2001,PS2,2001.0,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,0.17
8534,Grease Dance,X360,2011.0,Misc,505 Games,0.11,0.03,0.0,0.01,0.16
16037,WinBack 2: Project Poseidon,PS2,2006.0,Shooter,Tecmo Koei,0.01,0.01,0.0,0.0,0.01
1385,Far Cry 2,PS3,2008.0,Action,Ubisoft,0.43,0.7,0.01,0.27,1.4
11218,The Incredibles: Rise of the Underminer,XB,2005.0,Action,THQ,0.06,0.02,0.0,0.0,0.09
15640,RoboCop,XB,2003.0,Shooter,Titus,0.01,0.0,0.0,0.0,0.02
14062,Petz: Catz Playground,DS,2010.0,Simulation,Ubisoft,0.03,0.0,0.0,0.0,0.04
7731,Zombie Army Trilogy,PS4,2015.0,Shooter,Rebellion Developments,0.04,0.12,0.0,0.03,0.2
11390,The Sims 2: Ikea Home Stuff,PC,2008.0,Simulation,Electronic Arts,0.0,0.07,0.0,0.02,0.08
11043,Rugby 2005,PS2,2005.0,Sports,Electronic Arts,0.04,0.03,0.0,0.01,0.09
48,Gran Turismo 4,PS2,2004.0,Racing,Sony Computer Entertainment,3.01,0.01,1.1,7.53,11.66
3153,X2: Wolverine's Revenge,PS2,2003.0,Platform,Activision,0.31,0.24,0.0,0.08,0.64
4075,Tales of Legendia,PS2,2005.0,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49
16306,Durarara!! Relay,PSV,2015.0,Action,Kadokawa Games,0.0,0.0,0.01,0.0,0.01
3892,SoulCalibur: Broken Destiny,PSP,2009.0,Fighting,Namco Bandai Games,0.12,0.2,0.07,0.12,0.51
178,Professor Layton and the Curious Village,DS,2007.0,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26
6100,Battle & Get! Pokemon Typing DS,DS,2011.0,Misc,Nintendo,0.0,0.0,0.29,0.0,0.29
1046,Ace Combat 5: The Unsung War,PS2,2004.0,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71
9540,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS3,2016.0,Action,Square Enix,0.0,0.0,0.13,0.0,0.13
2152,Jampack Summer '99,PS,1999.0,Misc,Sony Computer Entertainment,0.54,0.36,0.0,0.06,0.96
414,Gran Turismo (PSP),PSP,2009.0,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27
12276,Bionicle,XB,2003.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.06
746,Donkey Kong Country,GB,2000.0,Platform,Nintendo,1.04,0.72,0.3,0.13,2.19
6977,Zumba Fitness: World Party,XOne,2013.0,Misc,Majesco Entertainment,0.17,0.05,0.0,0.02,0.23
12830,Medabots: Metabee,GBA,2002.0,Role-Playing,Natsume,0.04,0.01,0.0,0.0,0.05
874,Crash Nitro Kart,PS2,2003.0,Racing,Vivendi Games,0.74,1.01,0.0,0.2,1.95
15168,Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,2007.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02
12603,Zendoku,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.06
13273,Powerful Golf,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
15540,The Mummy,GBA,2002.0,Action,Ubisoft,0.01,0.0,0.0,0.0,0.02
2046,Sonic Generations,3DS,2011.0,Platform,Sega,0.44,0.46,0.01,0.09,1.01
4955,Farming Simulator 2013,X360,2013.0,Simulation,Focus Home Interactive,0.22,0.13,0.0,0.03,0.39
9747,WWE SmackDown vs Raw 2008,DS,2007.0,Fighting,THQ,0.11,0.01,0.0,0.01,0.12
12108,The Powerpuff Girls: Relish Rampage,GC,2002.0,Action,BAM! Entertainment,0.05,0.01,0.0,0.0,0.07
667,Half-Life 2,PC,2004.0,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37
13353,Black & Bruised,GC,2003.0,Fighting,Vivendi Games,0.04,0.01,0.0,0.0,0.05
631,Final Fantasy Tactics,PS,1997.0,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45
10681,NatGeo Challenge! Wild Life,PS3,2010.0,Misc,Black Bean Games,0.05,0.03,0.0,0.01,0.1
13203,Power Spike Pro Beach Volleyball,PS,2000.0,Sports,Infogrames,0.03,0.02,0.0,0.0,0.05
15718,Franklin: A Birthday Surprise,PS2,2006.0,Misc,Game Factory,0.01,0.01,0.0,0.0,0.02
15627,Rock Blast,Wii,2010.0,Puzzle,UFO Interactive,0.02,0.0,0.0,0.0,0.02
1051,The Crew,PS4,2014.0,Racing,Ubisoft,0.34,1.08,0.03,0.26,1.7
2635,The 7th Guest,PC,1992.0,Adventure,Virgin Interactive,0.01,0.77,0.0,0.0,0.78
4498,Primal,PS2,2003.0,Action,Sony Computer Entertainment,0.21,0.17,0.0,0.06,0.43
4531,How to Train Your Dragon,Wii,2010.0,Action,Activision,0.24,0.15,0.0,0.04,0.43
282,Half-Life,PC,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12
3377,Monopoly,X360,2008.0,Misc,Electronic Arts,0.34,0.2,0.0,0.06,0.6
5436,Avatar: The Last Airbender,DS,2006.0,Adventure,THQ,0.3,0.01,0.0,0.03,0.34
16179,San-X Character Channel: All-Star Daishuugou!,DS,2008.0,Action,MTO,0.0,0.0,0.01,0.0,0.01
9957,Ultimate Puzzle Games: Sudoku Edition,DS,2007.0,Puzzle,Telegames,0.11,0.0,0.0,0.01,0.12
5417,Spy Hunter,XB,2002.0,Racing,Midway Games,0.25,0.07,0.0,0.01,0.34
1790,Mirror's Edge,PS3,2008.0,Platform,Electronic Arts,0.31,0.59,0.02,0.22,1.14
15017,SimCity Societies,PC,2007.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02
11152,The Smurfs 2,WiiU,2013.0,Platform,Ubisoft,0.04,0.04,0.0,0.01,0.09
10969,SingStar: Made In Germany,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.07,0.0,0.02,0.09
1710,Pro Yakyuu Family Stadium '88,NES,1988.0,Sports,Namco Bandai Games,0.1,0.0,1.08,0.0,1.18
8409,Tokimeki Memorial: Private Collection,PS,1996.0,Misc,Konami Digital Entertainment,0.0,0.0,0.16,0.01,0.17
10139,Lost in Blue,DS,2005.0,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11
16315,Fuun Shinsengumi Bakumatsuden Portable,PSP,2009.0,Action,From Software,0.01,0.0,0.0,0.0,0.01
13650,World Poker Tour,PSP,2006.0,Misc,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04
11209,Busy Scissors,Wii,2010.0,Simulation,Little Orbit,0.08,0.0,0.0,0.0,0.09
11650,Super Robot Taisen Z Special Disc,PS2,2009.0,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
1102,SSX,PS2,2000.0,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66
4962,Super Famista 3,SNES,1994.0,Sports,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39
12891,Rockin' Pretty,DS,2009.0,Misc,Arc System Works,0.05,0.0,0.0,0.0,0.05
4476,TimeSplitters 2,GC,2002.0,Shooter,Eidos Interactive,0.34,0.09,0.0,0.01,0.44
11806,Tropico 5,X360,2014.0,Simulation,Kalypso Media,0.03,0.04,0.0,0.01,0.07
3501,NFL Blitz 2000,N64,1999.0,Sports,Midway Games,0.55,0.02,0.0,0.0,0.58
3425,Game Party in Motion,X360,2010.0,Misc,Warner Bros. Interactive Entertainment,0.36,0.18,0.0,0.05,0.59
15837,Majesty 2 Collection,PC,2011.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02
3021,The Biggest Loser: Challenge,Wii,2010.0,Sports,THQ,0.49,0.13,0.0,0.05,0.67
5224,Kinectimals: Now with Bears!,X360,2011.0,Misc,Microsoft Game Studios,0.27,0.06,0.0,0.03,0.36
13180,Hummer Badlands,PS2,2006.0,Racing,Global Star,0.02,0.02,0.0,0.01,0.05
1426,Crash Bandicoot 2: N-Tranced,GBA,2003.0,Platform,Vivendi Games,0.63,0.66,0.0,0.07,1.36
10214,The Croods: Prehistoric Party!,Wii,2013.0,Misc,D3Publisher,0.03,0.07,0.0,0.01,0.11
8557,Flushed Away,GC,2006.0,Platform,D3Publisher,0.12,0.03,0.0,0.0,0.16
7538,Shining Blade,PSP,2012.0,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2
13113,Metal Max 2 Reloaded,DS,2011.0,Role-Playing,Unknown,0.0,0.0,0.05,0.0,0.05
6894,The Hobbit,XB,2003.0,Platform,Vivendi Games,0.18,0.05,0.0,0.01,0.24
13897,R-Type Command (correct US sales),PSP,2007.0,Strategy,Rising Star Games,0.04,0.0,0.0,0.0,0.04
10562,Yaiba: Ninja Gaiden Z,PS3,2014.0,Action,Tecmo Koei,0.05,0.04,0.0,0.02,0.1
4117,Harvest Moon 64,N64,1999.0,Simulation,Pack In Soft,0.25,0.06,0.11,0.06,0.48
7829,Allied General,PS,1996.0,Strategy,SSI,0.11,0.07,0.0,0.01,0.19
12846,Olympic Soccer: Atlanta 1996,PS,1996.0,Sports,U.S. Gold,0.03,0.02,0.0,0.0,0.05
15559,Style Book: Junior City,DS,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
5353,Risk / Battleship / Clue,GBA,2005.0,Misc,Zoo Digital Publishing,0.25,0.09,0.0,0.01,0.34
10167,Project CARS,PC,2015.0,Racing,Slightly Mad Studios,0.0,0.1,0.0,0.01,0.11
1317,Onimusha 3: Demon Siege,PS2,2004.0,Action,Capcom,0.37,0.47,0.54,0.07,1.45
5884,Tropico 5,PS4,2015.0,Simulation,Kalypso Media,0.05,0.16,0.05,0.04,0.3
3750,Popeye,2600,1982.0,Platform,Parker Bros.,0.5,0.03,0.0,0.01,0.54
16543,15 Days,PC,2009.0,Adventure,DTP Entertainment,0.0,0.01,0.0,0.0,0.01
8754,Jewel Quest Solitaire,DS,2009.0,Puzzle,GSP,0.0,0.14,0.0,0.02,0.15
14028,Flow: Urban Dance Uprising,PS2,2005.0,Misc,Ubisoft,0.02,0.01,0.0,0.0,0.04
14522,Petz: Dolphinz Encounter,DS,2009.0,Simulation,Ubisoft,0.01,0.01,0.0,0.0,0.03
13352,Crusader: No Remorse,PS,1996.0,Adventure,Electronic Arts,0.03,0.02,0.0,0.0,0.05
16182,Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,2006.0,Sports,Sega,0.0,0.0,0.01,0.0,0.01
2268,MLB 12: The Show,PS3,2012.0,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,0.92
6763,Driver '76,PSP,2007.0,Racing,Ubisoft,0.03,0.14,0.0,0.08,0.25
5356,The Wild Thornberrys Movie,GBA,2002.0,Platform,THQ,0.25,0.09,0.0,0.01,0.34
868,Hot Shots Golf: Open Tee,PSP,2004.0,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96
13737,Zen-Nippon GT Senshuken,SNES,1995.0,Racing,Banpresto,0.0,0.0,0.04,0.0,0.04
9361,Puzzle Kingdoms,DS,2009.0,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13
3341,Backyard Wrestling: Don't Try This at Home,PS2,2003.0,Fighting,Eidos Interactive,0.3,0.23,0.0,0.08,0.6
15340,Shonen Jump's Shaman King: Master of Spirits 2,GBA,2005.0,Role-Playing,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02
5228,Just Dance 2016,X360,2015.0,Misc,Ubisoft,0.23,0.1,0.0,0.03,0.36
6742,Cars: Mater-National Championship,PS2,2007.0,Racing,THQ,0.12,0.09,0.0,0.03,0.25
15102,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,2011.0,Misc,Paon,0.0,0.0,0.02,0.0,0.02
12273,Bleach: Versus Crusade,Wii,2008.0,Fighting,Sega,0.0,0.0,0.06,0.0,0.06
8490,F1 Championship Season 2000,PS2,2000.0,Racing,Electronic Arts,0.06,0.05,0.03,0.02,0.16
6897,Divinity II: Ego Draconis,X360,2009.0,Role-Playing,DTP Entertainment,0.18,0.04,0.0,0.02,0.24
10689,Generator Rex: Agent of Providence,3DS,2011.0,Action,Activision,0.07,0.02,0.0,0.01,0.1
9419,Super Robot Wars BX,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
12495,Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
4073,Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,PS2,2001.0,Misc,Hudson Soft,0.0,0.0,0.49,0.0,0.49
13727,Hanaoni: Yume no Tsudzuki,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.04,0.0,0.04
9908,Peggle: Dual Shot,DS,2009.0,Puzzle,PopCap Games,0.11,0.0,0.0,0.01,0.12
5124,Juiced 2: Hot Import Nights,PSP,2007.0,Racing,THQ,0.06,0.2,0.0,0.11,0.37
11445,Samurai Shodown Sen,X360,2009.0,Fighting,Rising Star Games,0.07,0.01,0.0,0.01,0.08
15526,uDraw Studio: Instant Artist,X360,2011.0,Misc,THQ,0.01,0.01,0.0,0.0,0.02
15338,Mystery Tales 2: The Spirit Mask,DS,2011.0,Puzzle,Unknown,0.0,0.02,0.0,0.0,0.02
15727,Vitamin X Evolution Plus,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
3738,SSX Tricky,GC,2001.0,Sports,Electronic Arts,0.42,0.11,0.0,0.01,0.54
8553,The Incredibles: Rise of the Underminer,GC,2005.0,Action,THQ,0.12,0.03,0.0,0.0,0.16
16512,Trine,PC,2009.0,Action,Nobilis,0.0,0.01,0.0,0.0,0.01
10825,Jaws: Ultimate Predator,Wii,2011.0,Action,Majesco Entertainment,0.09,0.0,0.0,0.01,0.09
3152,James Bond 007: Everything or Nothing,XB,2004.0,Shooter,Electronic Arts,0.43,0.19,0.0,0.02,0.64
4144,World of Outlaws: Sprint Cars 2002,PS2,2002.0,Racing,Ignition Entertainment,0.23,0.18,0.0,0.06,0.48
3626,NCAA Football 07,XB,2006.0,Sports,Electronic Arts,0.42,0.12,0.0,0.01,0.56
719,Madden NFL 12,PS3,2011.0,Sports,Electronic Arts,1.93,0.15,0.0,0.17,2.25
12346,The King of Route 66,PS2,2003.0,Racing,Sega,0.03,0.02,0.0,0.01,0.06
10738,Blast Chamber,PS,1996.0,Shooter,Activision,0.05,0.04,0.0,0.01,0.1
3483,Dragon Ball Z: Chou Saiya Densetsu,SNES,1992.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.58,0.0,0.58
11728,My Fun Facts Coach,DS,2008.0,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08
9787,Cel Damage,XB,2001.0,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12
2095,Oddworld: Abe's Exoddus,PS,1998.0,Platform,GT Interactive,0.55,0.38,0.0,0.06,0.99
9548,Mystic Ark,SNES,1995.0,Role-Playing,Enix Corporation,0.0,0.0,0.13,0.0,0.13
1599,Ratchet: Deadlocked,PS2,2005.0,Shooter,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24
9009,Derby Stallion Gold,3DS,2014.0,Sports,Kadokawa Shoten,0.0,0.0,0.14,0.0,0.14
13965,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010.0,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04
11769,Super Ghouls 'n Ghosts,GBA,2002.0,Platform,Capcom,0.05,0.02,0.0,0.0,0.07
11266,Natural Doctrine,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.03,0.02,0.03,0.01,0.08
16025,Wiffle Ball Advance,DS,2007.0,Sports,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01
516,BioShock,X360,2007.0,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83
10998,NASCAR: Dirt to Daytona,GC,2002.0,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09
9456,Eternal Poison (JP sales),PS2,2008.0,Role-Playing,Banpresto,0.0,0.0,0.13,0.0,0.13
15521,Chrysler Classic Racing,DS,2008.0,Racing,Zoo Games,0.02,0.0,0.0,0.0,0.02
9604,SimAnimals Africa,Wii,2009.0,Simulation,Electronic Arts,0.1,0.01,0.0,0.01,0.13
5364,Skylanders: Trap Team,XOne,2014.0,Action,Activision,0.25,0.07,0.0,0.03,0.34
4691,BioShock,PC,2007.0,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.41
6041,The Lord of the Rings: The Third Age,GC,2004.0,Role-Playing,Electronic Arts,0.22,0.06,0.0,0.01,0.29
11903,DS Uranai Seikatsu,DS,2009.0,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07
10967,Atari Classics Evolved,PSP,2007.0,Misc,Atari,0.08,0.0,0.0,0.01,0.09
11568,The Voice,X360,2014.0,Action,Activision,0.07,0.0,0.0,0.01,0.08
1275,007: Quantum of Solace,X360,2008.0,Action,Activision,0.82,0.52,0.01,0.14,1.49
12450,Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010.0,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06
7419,Heroes of Ruin,3DS,2012.0,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,0.21
6938,God Eater 2,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24
16456,Winx Club: Saving Alfea,3DS,2014.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
1302,Battlefield: Bad Company,X360,2008.0,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,1.46
9567,Brothers in Arms: Double Time,Wii,2008.0,Shooter,Ubisoft,0.11,0.0,0.0,0.01,0.13
12935,Chaos;Child,PSV,2015.0,Adventure,5pb,0.0,0.0,0.05,0.0,0.05
1361,Sonic Generations,X360,2011.0,Platform,Sega,0.71,0.57,0.0,0.14,1.42
5689,"Monsters, Inc.",PS2,2002.0,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.32
11625,Deep Fear,SAT,1998.0,Adventure,Sega,0.0,0.0,0.08,0.0,0.08
1551,Silent Hill 2,PS2,2001.0,Action,Konami Digital Entertainment,0.62,0.49,0.0,0.16,1.28
7393,HBO Boxing,PS,2000.0,Fighting,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.21
5336,Rally Cross 2,PS,1998.0,Racing,989 Studios,0.19,0.13,0.0,0.02,0.35
11300,S.C.A.R.S,PS,1998.0,Racing,Ubisoft,0.05,0.03,0.0,0.01,0.08
6847,PDC World Championship Darts 2008,Wii,2008.0,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24
6712,The Legend of Legacy,3DS,2015.0,Role-Playing,FuRyu,0.11,0.02,0.1,0.01,0.25
348,FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63
15368,Dance Dance Revolution Extra Mix,PS,2001.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
3302,Time Crisis 3,PS2,2003.0,Shooter,Namco Bandai Games,0.3,0.23,0.0,0.08,0.61
7163,Dark Souls II,XOne,2015.0,Role-Playing,Namco Bandai Games,0.13,0.07,0.0,0.02,0.22
15836,Kao the Kangaroo Round 2,GC,2005.0,Platform,JoWood Productions,0.01,0.0,0.0,0.0,0.02
1068,Harry Potter and the Sorcerer's Stone,GBA,2001.0,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69
6949,Lunar Knights,DS,2006.0,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.02,0.24
7911,Big Air,PS,1999.0,Sports,Accolade,0.1,0.07,0.0,0.01,0.19
11168,Battle Fantasia,X360,2008.0,Fighting,505 Games,0.07,0.0,0.01,0.01,0.09
16223,Dynasty Warriors: Eiketsuden,PS4,2016.0,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
11428,Tornado Outbreak,X360,2009.0,Action,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08
